Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
1642.5,689.445
1643.5,750.133
1644.5,757.342
1645.5,717.194
1646.5,633.882
1647.5,498.54
1648.5,287.283
1649.5,77.7578
1650.5,0.0
1651.5,0.0
1652.5,0.0
1653.5,0.0
1654.5,0.0
1655.5,0.0
1656.5,0.0
1657.5,0.0
1658.5,0.0
1659.5,0.0
1660.5,0.0
1661.5,0.0
1662.5,0.0
1663.5,99.1734
1664.5,473.934
1665.5,618.664
1666.5,475.152
1667.5,409.045
1668.5,177.343
1669.5,177.123
1670.5,284.392
1671.5,229.205
1672.5,87.803
1673.5,13.1057
1674.5,0.0
1675.5,0.0
1676.5,0.0
1677.5,0.0
1678.5,0.0
1679.5,0.0
1680.5,0.0
1681.5,0.0
1682.5,0.0
1683.5,0.0
1684.5,0.0
1685.5,0.0
1686.5,0.0
1687.5,107.725
1688.5,216.959
1689.5,311.828
1690.5,441.434
1691.5,423.763
1692.5,498.154
1693.5,381.462
1694.5,406.088
1695.5,245.958
1696.5,150.624
1697.5,33.9905
1698.5,0.0
1699.5,0.0
1700.5,0.0
1701.5,0.0
1702.5,0.0
1703.5,0.0
1704.5,0.0
1705.5,0.0
1706.5,0.0
1707.5,0.0
1708.5,0.0
1709.5,0.0
1710.5,0.0
1711.5,78.4394
1712.5,308.78
1713.5,295.546
1714.5,387.357
1715.5,343.197
1716.5,380.056
1717.5,155.07
1718.5,401.687
1719.5,206.16
1720.5,14.5275
1721.5,27.7917
1722.5,0.0
1723.5,0.0
1724.5,0.0
1725.5,0.0
1726.5,0.0
1727.5,0.0
1728.5,0.0
1729.5,0.0
1730.5,0.0
1731.5,0.0
1732.5,0.0
1733.5,0.0
1734.5,0.0
1735.5,44.4462
1736.5,95.9272
1737.5,144.357
1738.5,183.664
1739.5,193.302
1740.5,218.437
1741.5,210.386
1742.5,188.295
1743.5,136.169
1744.5,71.0045
1745.5,16.1922
1746.5,0.0
1747.5,0.0
1748.5,0.0
1749.5,0.0
1750.5,0.0
1751.5,0.0
1752.5,0.0
1753.5,0.0
1754.5,0.0
1755.5,0.0
1756.5,0.0
1757.5,0.0
1758.5,4.54783
1759.5,186.531
1760.5,396.911
1761.5,566.364
1762.5,663.937
1763.5,721.34
1764.5,715.343
1765.5,678.875
1766.5,573.253
1767.5,410.831
1768.5,228.665
1769.5,60.2551
1770.5,0.0
1771.5,0.0
1772.5,0.0
1773.5,0.0
1774.5,0.0
1775.5,0.0
1776.5,0.0
1777.5,0.0
1778.5,0.0
1779.5,0.0
1780.5,0.0
1781.5,0.0
1782.5,6.14253
1783.5,190.86
1784.5,398.57
1785.5,559.509
1786.5,696.83
1787.5,748.685
1788.5,728.614
1789.5,661.511
1790.5,563.134
1791.5,415.628
1792.5,242.088
1793.5,65.091
1794.5,0.0
1795.5,0.0
1796.5,0.0
1797.5,0.0
1798.5,0.0
1799.5,0.0
1800.5,0.0
1801.5,0.0
1802.5,0.0
1803.5,0.0
1804.5,0.0
1805.5,0.0
1806.5,6.00448
1807.5,199.425
1808.5,398.508
1809.5,554.586
1810.5,673.099
1811.5,725.207
1812.5,734.999
1813.5,705.48
1814.5,605.709
1815.5,464.485
1816.5,274.255
1817.5,74.5368
1818.5,0.0
1819.5,0.0
1820.5,0.0
1821.5,0.0
1822.5,0.0
1823.5,0.0
1824.5,0.0
1825.5,0.0
1826.5,0.0
1827.5,0.0
1828.5,0.0
1829.5,0.0
1830.5,6.80196
1831.5,199.737
1832.5,412.182
1833.5,581.015
1834.5,679.69
1835.5,730.583
1836.5,730.117
1837.5,672.881
1838.5,583.23
1839.5,443.516
1840.5,260.807
1841.5,71.2559
1842.5,0.0
1843.5,0.0
1844.5,0.0
1845.5,0.0
1846.5,0.0
1847.5,0.0
1848.5,0.0
1849.5,0.0
1850.5,0.0
1851.5,0.0
1852.5,0.0
1853.5,0.0
1854.5,7.73578
1855.5,208.935
1856.5,425.782
1857.5,589.096
1858.5,683.045
1859.5,732.847
1860.5,744.735
1861.5,703.14
1862.5,614.261
1863.5,466.185
1864.5,271.604
1865.5,72.9479
1866.5,0.0
1867.5,0.0
1868.5,0.0
1869.5,0.0
1870.5,0.0
1871.5,0.0
1872.5,0.0
1873.5,0.0
1874.5,0.0
1875.5,0.0
1876.5,0.0
1877.5,0.0
1878.5,6.91422
1879.5,170.927
1880.5,277.561
1881.5,52.6117
1882.5,109.601
1883.5,321.942
1884.5,667.871
1885.5,424.606
1886.5,374.95
1887.5,144.909
1888.5,238.851
1889.5,88.5957
1890.5,0.0
1891.5,0.0
1892.5,0.0
1893.5,0.0
1894.5,0.0
1895.5,0.0
1896.5,0.0
1897.5,0.0
1898.5,0.0
1899.5,0.0
1900.5,0.0
1901.5,0.0
1902.5,3.686
1903.5,11.6854
1904.5,38.7958
1905.5,477.976
1906.5,304.999
1907.5,52.9325
1908.5,329.562
1909.5,432.879
1910.5,709.548
1911.5,267.592
1912.5,31.3895
1913.5,1.92178
1914.5,0.0
1915.5,0.0
1916.5,0.0
1917.5,0.0
1918.5,0.0
1919.5,0.0
1920.5,0.0
1921.5,0.0
1922.5,0.0
1923.5,0.0
1924.5,0.0
1925.5,0.0
1926.5,5.20398
1927.5,55.9817
1928.5,231.545
1929.5,160.259
1930.5,289.482
1931.5,298.342
1932.5,349.304
1933.5,588.832
1934.5,674.677
1935.5,428.422
1936.5,287.147
1937.5,53.4666
1938.5,0.0
1939.5,0.0
1940.5,0.0
1941.5,0.0
1942.5,0.0
1943.5,0.0
1944.5,0.0
1945.5,0.0
1946.5,0.0
1947.5,0.0
1948.5,0.0
1949.5,0.0
1950.5,1.23719
1951.5,27.3911
1952.5,26.6094
1953.5,103.488
1954.5,401.902
1955.5,273.949
1956.5,554.639
1957.5,546.435
1958.5,376.655
1959.5,244.099
1960.5,196.315
1961.5,92.7034
1962.5,0.0
1963.5,0.0
1964.5,0.0
1965.5,0.0
1966.5,0.0
1967.5,0.0
1968.5,0.0
1969.5,0.0
1970.5,0.0
1971.5,0.0
1972.5,0.0
1973.5,0.0
1974.5,13.3792
1975.5,205.69
1976.5,410.14
1977.5,576.742
1978.5,690.488
1979.5,749.813
1980.5,741.729
1981.5,690.439
1982.5,595.561
1983.5,454.1
1984.5,260.268
1985.5,69.488
1986.5,0.0
1987.5,0.0
1988.5,0.0
1989.5,0.0
1990.5,0.0
1991.5,0.0
1992.5,0.0
1993.5,0.0
1994.5,0.0
1995.5,0.0
1996.5,0.0
1997.5,0.0
1998.5,15.7213
1999.5,257.534
2000.5,473.639
2001.5,641.866
2002.5,779.909
2003.5,522.42
2004.5,441.975
2005.5,446.341
2006.5,426.685
2007.5,306.114
2008.5,153.19
2009.5,53.4714
2010.5,0.0
2011.5,0.0
2012.5,0.0
2013.5,0.0
2014.5,0.0
2015.5,0.0
2016.5,0.0
2017.5,0.0
2018.5,0.0
2019.5,0.0
2020.5,0.0
2021.5,0.0
2022.5,0.0
2023.5,103.092
2024.5,342.18
2025.5,634.584
2026.5,830.63
2027.5,595.458
2028.5,193.965
2029.5,300.851
2030.5,484.905
2031.5,30.5665
2032.5,16.7409
2033.5,2.71606
2034.5,0.0
2035.5,0.0
2036.5,0.0
2037.5,0.0
2038.5,0.0
2039.5,0.0
2040.5,0.0
2041.5,0.0
2042.5,0.0
2043.5,0.0
2044.5,0.0
2045.5,0.0
2046.5,0.0
2047.5,76.2095
2048.5,350.14
2049.5,650.065
2050.5,424.663
2051.5,206.878
2052.5,240.227
2053.5,490.403
2054.5,180.104
2055.5,188.304
2056.5,42.3496
2057.5,1.83241
2058.5,0.0
2059.5,0.0
2060.5,0.0
2061.5,0.0
2062.5,0.0
2063.5,0.0
2064.5,0.0
2065.5,0.0
2066.5,0.0
2067.5,0.0
2068.5,0.0
2069.5,0.0
2070.5,0.0
2071.5,146.696
2072.5,202.32
2073.5,323.031
2074.5,556.038
2075.5,373.167
2076.5,413.289
2077.5,325.491
2078.5,130.955
2079.5,31.0541
2080.5,16.4922
2081.5,2.61906
2082.5,0.0
2083.5,0.0
2084.5,0.0
2085.5,0.0
2086.5,0.0
2087.5,0.0
2088.5,0.0
2089.5,0.0
2090.5,0.0
2091.5,0.0
2092.5,0.0
2093.5,0.0
2094.5,43.8116
2095.5,220.569
2096.5,427.057
2097.5,586.528
2098.5,711.887
2099.5,750.727
2100.5,748.065
2101.5,707.1
2102.5,593.428
2103.5,446.959
2104.5,254.121
2105.5,69.7503
2106.5,0.0
2107.5,0.0
2108.5,0.0
2109.5,0.0
2110.5,0.0
2111.5,0.0
2112.5,0.0
2113.5,0.0
2114.5,0.0
2115.5,0.0
2116.5,0.0
2117.5,0.0
2118.5,0.416019
2119.5,13.0548
2120.5,27.2639
2121.5,39.9087
2122.5,48.5961
2123.5,53.3384
2124.5,481.411
2125.5,797.483
2126.5,687.194
2127.5,525.934
2128.5,222.707
2129.5,85.7256
2130.5,0.0
2131.5,0.0
2132.5,0.0
2133.5,0.0
2134.5,0.0
2135.5,0.0
2136.5,0.0
2137.5,0.0
2138.5,0.0
2139.5,0.0
2140.5,0.0
2141.5,0.0
2142.5,56.3916
2143.5,107.239
2144.5,187.758
2145.5,515.572
2146.5,477.729
2147.5,692.326
2148.5,200.949
2149.5,352.563
2150.5,152.741
2151.5,89.7293
2152.5,111.994
2153.5,28.6979
2154.5,0.0
2155.5,0.0
2156.5,0.0
2157.5,0.0
2158.5,0.0
2159.5,0.0
2160.5,0.0
2161.5,0.0
2162.5,0.0
2163.5,0.0
2164.5,0.0
2165.5,0.0
2166.5,37.9376
2167.5,122.111
2168.5,102.536
2169.5,38.8752
2170.5,119.794
2171.5,502.757
2172.5,460.863
2173.5,380.378
2174.5,358.589
2175.5,245.587
2176.5,125.467
2177.5,44.4478
2178.5,0.0
2179.5,0.0
2180.5,0.0
2181.5,0.0
2182.5,0.0
2183.5,0.0
2184.5,0.0
2185.5,0.0
2186.5,0.0
2187.5,0.0
2188.5,0.0
2189.5,0.0
0.5,0.0
1.5,0.0
2.5,0.0
3.5,0.0
4.5,0.0
5.5,0.0
6.5,0.0
7.5,19.8897
8.5,253.431
9.5,391.36
10.5,516.506
11.5,525.329
12.5,587.309
13.5,614.509
14.5,458.635
15.5,351.1
16.5,151.153
17.5,0.0
18.5,0.0
19.5,0.0
20.5,0.0
21.5,0.0
22.5,0.0
23.5,0.0
24.5,0.0
25.5,0.0
26.5,0.0
27.5,0.0
28.5,0.0
29.5,0.0
30.5,0.0
31.5,8.58858
32.5,137.251
33.5,153.369
34.5,183.96
35.5,397.082
36.5,248.472
37.5,233.457
38.5,233.211
39.5,203.956
40.5,167.73
41.5,0.0
42.5,0.0
43.5,0.0
44.5,0.0
45.5,0.0
46.5,0.0
47.5,0.0
48.5,0.0
49.5,0.0
50.5,0.0
51.5,0.0
52.5,0.0
53.5,0.0
54.5,0.0
55.5,19.5194
56.5,191.798
57.5,360.851
58.5,494.317
59.5,567.174
60.5,592.126
61.5,540.423
62.5,381.893
63.5,335.817
64.5,148.173
65.5,0.0
66.5,0.0
67.5,0.0
68.5,0.0
69.5,0.0
70.5,0.0
71.5,0.0
72.5,0.0
73.5,0.0
74.5,0.0
75.5,0.0
76.5,0.0
77.5,0.0
78.5,0.0
79.5,7.88321
80.5,95.3933
81.5,166.205
82.5,202.98
83.5,322.742
84.5,365.435
85.5,361.916
86.5,426.126
87.5,325.985
88.5,173.094
89.5,0.0
90.5,0.0
91.5,0.0
92.5,0.0
93.5,0.0
94.5,0.0
95.5,0.0
96.5,0.0
97.5,0.0
98.5,0.0
99.5,0.0
100.5,0.0
101.5,0.0
102.5,0.0
103.5,16.4908
104.5,314.353
105.5,525.881
106.5,649.184
107.5,707.335
108.5,696.78
109.5,648.851
110.5,536.887
111.5,365.021
112.5,159.198
113.5,0.0
114.5,0.0
115.5,0.0
116.5,0.0
117.5,0.0
118.5,0.0
119.5,0.0
120.5,0.0
121.5,0.0
122.5,0.0
123.5,0.0
124.5,0.0
125.5,0.0
126.5,0.0
127.5,15.5808
128.5,329.988
129.5,545.579
130.5,671.339
131.5,742.628
132.5,760.764
133.5,710.609
134.5,591.123
135.5,414.851
136.5,193.163
137.5,0.0
138.5,0.0
139.5,0.0
140.5,0.0
141.5,0.0
142.5,0.0
143.5,0.0
144.5,0.0
145.5,0.0
146.5,0.0
147.5,0.0
148.5,0.0
149.5,0.0
150.5,0.0
151.5,0.0
152.5,33.1006
153.5,62.2152
154.5,60.3373
155.5,50.6307
156.5,37.7803
157.5,495.733
158.5,462.906
159.5,323.359
160.5,131.241
161.5,0.0
162.5,0.0
163.5,0.0
164.5,0.0
165.5,0.0
166.5,0.0
167.5,0.0
168.5,0.0
169.5,0.0
170.5,0.0
171.5,0.0
172.5,0.0
173.5,0.0
174.5,0.0
175.5,1.46183
176.5,34.1552
177.5,62.6652
178.5,34.8546
179.5,69.7161
180.5,58.3562
181.5,654.29
182.5,538.766
183.5,456.949
184.5,225.549
185.5,0.0
186.5,0.0
187.5,0.0
188.5,0.0
189.5,0.0
190.5,0.0
191.5,0.0
192.5,0.0
193.5,0.0
194.5,0.0
195.5,0.0
196.5,0.0
197.5,0.0
198.5,0.0
199.5,41.2624
200.5,47.9522
201.5,147.007
202.5,151.598
203.5,88.5405
204.5,649.76
205.5,376.174
206.5,316.702
207.5,182.201
208.5,143.832
209.5,0.0
210.5,0.0
211.5,0.0
212.5,0.0
213.5,0.0
214.5,0.0
215.5,0.0
216.5,0.0
217.5,0.0
218.5,0.0
219.5,0.0
220.5,0.0
221.5,0.0
222.5,0.0
223.5,0.0
224.5,12.9083
225.5,30.0455
226.5,48.7528
227.5,58.484
228.5,57.6092
229.5,534.153
230.5,445.277
231.5,301.264
232.5,144.889
233.5,0.0
234.5,0.0
235.5,0.0
236.5,0.0
237.5,0.0
238.5,0.0
239.5,0.0
240.5,0.0
241.5,0.0
242.5,0.0
243.5,0.0
244.5,0.0
245.5,0.0
246.5,0.0
247.5,17.5351
248.5,277.303
249.5,501.505
250.5,529.808
251.5,614.978
252.5,642.298
253.5,439.027
254.5,429.94
255.5,321.96
256.5,132.383
257.5,0.0
258.5,0.0
259.5,0.0
260.5,0.0
261.5,0.0
262.5,0.0
263.5,0.0
264.5,0.0
265.5,0.0
266.5,0.0
267.5,0.0
268.5,0.0
269.5,0.0
270.5,0.0
271.5,18.9983
272.5,306.502
273.5,531.946
274.5,761.102
275.5,771.656
276.5,520.39
277.5,293.144
278.5,132.522
279.5,104.593
280.5,17.3149
281.5,0.0
282.5,0.0
283.5,0.0
284.5,0.0
285.5,0.0
286.5,0.0
287.5,0.0
288.5,0.0
289.5,0.0
290.5,0.0
291.5,0.0
292.5,0.0
293.5,0.0
294.5,0.0
295.5,14.976
296.5,219.814
297.5,303.737
298.5,405.057
299.5,437.168
300.5,484.338
301.5,462.522
302.5,391.831
303.5,224.403
304.5,88.2536
305.5,0.0
306.5,0.0
307.5,0.0
308.5,0.0
309.5,0.0
310.5,0.0
311.5,0.0
312.5,0.0
313.5,0.0
314.5,0.0
315.5,0.0
316.5,0.0
317.5,0.0
318.5,0.0
319.5,3.96633
320.5,67.4132
321.5,116.554
322.5,168.201
323.5,165.681
324.5,135.675
325.5,111.604
326.5,93.1814
327.5,29.1228
328.5,12.9105
329.5,0.0
330.5,0.0
331.5,0.0
332.5,0.0
333.5,0.0
334.5,0.0
335.5,0.0
336.5,0.0
337.5,0.0
338.5,0.0
339.5,0.0
340.5,0.0
341.5,0.0
342.5,0.0
343.5,15.8263
344.5,318.382
345.5,525.751
346.5,649.072
347.5,725.539
348.5,724.144
349.5,684.632
350.5,587.022
351.5,443.389
352.5,223.973
353.5,0.0
354.5,0.0
355.5,0.0
356.5,0.0
357.5,0.0
358.5,0.0
359.5,0.0
360.5,0.0
361.5,0.0
362.5,0.0
363.5,0.0
364.5,0.0
365.5,0.0
366.5,0.0
367.5,16.7888
368.5,342.347
369.5,564.271
370.5,683.311
371.5,749.687
372.5,756.995
373.5,691.932
374.5,594.865
375.5,442.08
376.5,226.331
377.5,0.0
378.5,0.0
379.5,0.0
380.5,0.0
381.5,0.0
382.5,0.0
383.5,0.0
384.5,0.0
385.5,0.0
386.5,0.0
387.5,0.0
388.5,0.0
389.5,0.0
390.5,0.0
391.5,16.518
392.5,327.729
393.5,535.605
394.5,647.337
395.5,726.624
396.5,740.326
397.5,710.505
398.5,613.32
399.5,440.23
400.5,221.387
401.5,0.0
402.5,0.0
403.5,0.0
404.5,0.0
405.5,0.0
406.5,0.0
407.5,0.0
408.5,0.0
409.5,0.0
410.5,0.0
411.5,0.0
412.5,0.0
413.5,0.0
414.5,0.0
415.5,1.34949
416.5,54.786
417.5,105.699
418.5,147.689
419.5,144.776
420.5,123.222
421.5,92.1937
422.5,84.4085
423.5,58.4223
424.5,15.6414
425.5,0.0
426.5,0.0
427.5,0.0
428.5,0.0
429.5,0.0
430.5,0.0
431.5,0.0
432.5,0.0
433.5,0.0
434.5,0.0
435.5,0.0
436.5,0.0
437.5,0.0
438.5,0.0
439.5,0.504694
440.5,40.5238
441.5,102.844
442.5,545.251
443.5,637.434
444.5,118.673
445.5,242.738
446.5,159.238
447.5,18.4622
448.5,5.14249
449.5,0.0
450.5,0.0
451.5,0.0
452.5,0.0
453.5,0.0
454.5,0.0
455.5,0.0
456.5,0.0
457.5,0.0
458.5,0.0
459.5,0.0
460.5,0.0
461.5,0.0
462.5,0.0
463.5,7.76647
464.5,102.328
465.5,173.133
466.5,283.426
467.5,346.667
468.5,328.42
469.5,294.151
470.5,229.115
471.5,145.495
472.5,55.7323
473.5,0.0
474.5,0.0
475.5,0.0
476.5,0.0
477.5,0.0
478.5,0.0
479.5,0.0
480.5,0.0
481.5,0.0
482.5,0.0
483.5,0.0
484.5,0.0
485.5,0.0
486.5,0.0
487.5,10.8224
488.5,86.8677
489.5,154.168
490.5,124.232
491.5,162.397
492.5,154.605
493.5,183.067
494.5,153.437
495.5,44.9541
496.5,19.9953
497.5,0.0
498.5,0.0
499.5,0.0
500.5,0.0
501.5,0.0
502.5,0.0
503.5,0.0
504.5,0.0
505.5,0.0
506.5,0.0
507.5,0.0
508.5,0.0
509.5,0.0
510.5,0.0
511.5,104.072
512.5,293.301
513.5,419.033
514.5,506.406
515.5,573.569
516.5,591.631
517.5,573.777
518.5,467.594
519.5,350.66
520.5,192.539
521.5,0.0
522.5,0.0
523.5,0.0
524.5,0.0
525.5,0.0
526.5,0.0
527.5,0.0
528.5,0.0
529.5,0.0
530.5,0.0
531.5,0.0
532.5,0.0
533.5,0.0
534.5,0.0
535.5,117.637
536.5,326.42
537.5,475.052
538.5,570.935
539.5,641.069
540.5,657.339
541.5,621.817
542.5,531.812
543.5,404.632
544.5,217.146
545.5,0.0
546.5,0.0
547.5,0.0
548.5,0.0
549.5,0.0
550.5,0.0
551.5,0.0
552.5,0.0
553.5,0.0
554.5,0.0
555.5,0.0
556.5,0.0
557.5,0.0
558.5,0.0
559.5,127.143
560.5,349.215
561.5,500.515
562.5,598.702
563.5,651.052
564.5,679.575
565.5,635.932
566.5,542.546
567.5,412.231
568.5,224.182
569.5,0.0
570.5,0.0
571.5,0.0
572.5,0.0
573.5,0.0
574.5,0.0
575.5,0.0
576.5,0.0
577.5,0.0
578.5,0.0
579.5,0.0
580.5,0.0
581.5,0.0
582.5,0.0
583.5,134.519
584.5,365.324
585.5,550.088
586.5,665.318
587.5,730.321
588.5,735.71
589.5,690.364
590.5,591.459
591.5,440.418
592.5,239.537
593.5,0.0
594.5,0.0
595.5,0.0
596.5,0.0
597.5,0.0
598.5,0.0
599.5,0.0
600.5,0.0
601.5,0.0
602.5,0.0
603.5,0.0
604.5,0.0
605.5,0.0
606.5,0.0
607.5,115.878
608.5,320.323
609.5,496.907
610.5,616.901
611.5,658.611
612.5,675.248
613.5,623.073
614.5,550.025
615.5,385.928
616.5,211.472
617.5,0.0
618.5,0.0
619.5,0.0
620.5,0.0
621.5,0.0
622.5,0.0
623.5,0.0
624.5,0.0
625.5,0.0
626.5,0.0
627.5,0.0
628.5,0.0
629.5,0.0
630.5,0.0
631.5,9.11548
632.5,50.6716
633.5,74.4425
634.5,102.751
635.5,118.876
636.5,133.734
637.5,114.731
638.5,92.7679
639.5,62.9733
640.5,28.6291
641.5,0.0
642.5,0.0
643.5,0.0
644.5,0.0
645.5,0.0
646.5,0.0
647.5,0.0
648.5,0.0
649.5,0.0
650.5,0.0
651.5,0.0
652.5,0.0
653.5,0.0
654.5,0.0
655.5,38.8238
656.5,133.819
657.5,226.672
658.5,276.313
659.5,272.455
660.5,307.787
661.5,288.295
662.5,196.907
663.5,118.46
664.5,46.8398
665.5,0.0
666.5,0.0
667.5,0.0
668.5,0.0
669.5,0.0
670.5,0.0
671.5,0.0
672.5,0.0
673.5,0.0
674.5,0.0
675.5,0.0
676.5,0.0
677.5,0.0
678.5,0.0
679.5,23.0718
680.5,58.206
681.5,84.4422
682.5,164.249
683.5,142.671
684.5,37.5981
685.5,413.721
686.5,337.899
687.5,288.709
688.5,158.31
689.5,0.0
690.5,0.0
691.5,0.0
692.5,0.0
693.5,0.0
694.5,0.0
695.5,0.0
696.5,0.0
697.5,0.0
698.5,0.0
699.5,0.0
700.5,0.0
701.5,0.0
702.5,0.0
703.5,18.9137
704.5,69.2071
705.5,166.352
706.5,209.709
707.5,191.736
708.5,148.751
709.5,77.2211
710.5,58.3536
711.5,48.2462
712.5,23.2284
713.5,0.0
714.5,0.0
715.5,0.0
716.5,0.0
717.5,0.0
718.5,0.0
719.5,0.0
720.5,0.0
721.5,0.0
722.5,0.0
723.5,0.0
724.5,0.0
725.5,0.0
726.5,0.0
727.5,25.5059
728.5,109.459
729.5,183.046
730.5,235.714
731.5,237.665
732.5,250.242
733.5,259.662
734.5,203.866
735.5,145.87
736.5,51.2589
737.5,0.0
738.5,0.0
739.5,0.0
740.5,0.0
741.5,0.0
742.5,0.0
743.5,0.0
744.5,0.0
745.5,0.0
746.5,0.0
747.5,0.0
748.5,0.0
749.5,0.0
750.5,0.0
751.5,13.8199
752.5,33.4324
753.5,77.2044
754.5,114.174
755.5,37.2083
756.5,309.959
757.5,318.544
758.5,334.645
759.5,289.402
760.5,229.354
761.5,1.85557
762.5,0.0
763.5,0.0
764.5,0.0
765.5,0.0
766.5,0.0
767.5,0.0
768.5,0.0
769.5,0.0
770.5,0.0
771.5,0.0
772.5,0.0
773.5,0.0
774.5,0.0
775.5,93.4879
776.5,197.387
777.5,270.392
778.5,268.588
779.5,504.714
780.5,458.967
781.5,563.659
782.5,327.813
783.5,240.796
784.5,97.3054
785.5,0.0
786.5,0.0
787.5,0.0
788.5,0.0
789.5,0.0
790.5,0.0
791.5,0.0
792.5,0.0
793.5,0.0
794.5,0.0
795.5,0.0
796.5,0.0
797.5,0.0
798.5,0.0
799.5,114.478
800.5,299.936
801.5,485.146
802.5,606.049
803.5,681.144
804.5,687.451
805.5,658.68
806.5,545.833
807.5,402.372
808.5,219.751
809.5,0.0
810.5,0.0
811.5,0.0
812.5,0.0
813.5,0.0
814.5,0.0
815.5,0.0
816.5,0.0
817.5,0.0
818.5,0.0
819.5,0.0
820.5,0.0
821.5,0.0
822.5,0.0
823.5,61.5776
824.5,207.281
825.5,290.526
826.5,80.3514
827.5,348.796
828.5,612.215
829.5,292.731
830.5,345.745
831.5,462.682
832.5,243.057
833.5,1.36098
834.5,0.0
835.5,0.0
836.5,0.0
837.5,0.0
838.5,0.0
839.5,0.0
840.5,0.0
841.5,0.0
842.5,0.0
843.5,0.0
844.5,0.0
845.5,0.0
846.5,0.0
847.5,131.861
848.5,344.711
849.5,545.891
850.5,672.545
851.5,724.389
852.5,727.95
853.5,678.572
854.5,587.035
855.5,430.106
856.5,218.542
857.5,0.0
858.5,0.0
859.5,0.0
860.5,0.0
861.5,0.0
862.5,0.0
863.5,0.0
864.5,0.0
865.5,0.0
866.5,0.0
867.5,0.0
868.5,0.0
869.5,0.0
870.5,0.0
871.5,37.1445
872.5,125.973
873.5,175.814
874.5,277.312
875.5,319.686
876.5,287.804
877.5,241.662
878.5,193.793
879.5,119.847
880.5,47.3463
881.5,0.0
882.5,0.0
883.5,0.0
884.5,0.0
885.5,0.0
886.5,0.0
887.5,0.0
888.5,0.0
889.5,0.0
890.5,0.0
891.5,0.0
892.5,0.0
893.5,0.0
894.5,0.0
895.5,51.9845
896.5,202.09
897.5,319.403
898.5,324.085
899.5,262.786
900.5,229.9
901.5,239.778
902.5,172.523
903.5,103.926
904.5,41.2804
905.5,0.0
906.5,0.0
907.5,0.0
908.5,0.0
909.5,0.0
910.5,0.0
911.5,0.0
912.5,0.0
913.5,0.0
914.5,0.0
915.5,0.0
916.5,0.0
917.5,0.0
918.5,0.0
919.5,30.5332
920.5,70.8447
921.5,208.404
922.5,204.501
923.5,192.888
924.5,302.124
925.5,416.267
926.5,450.854
927.5,471.887
928.5,249.167
929.5,8.58739
930.5,0.0
931.5,0.0
932.5,0.0
933.5,0.0
934.5,0.0
935.5,0.0
936.5,0.0
937.5,0.0
938.5,0.0
939.5,0.0
940.5,0.0
941.5,0.0
942.5,0.0
943.5,36.7492
944.5,127.214
945.5,216.848
946.5,256.599
947.5,259.775
948.5,255.968
949.5,201.849
950.5,175.226
951.5,113.08
952.5,46.8102
953.5,0.0
954.5,0.0
955.5,0.0
956.5,0.0
957.5,0.0
958.5,0.0
959.5,0.0
960.5,0.0
961.5,0.0
962.5,0.0
963.5,0.0
964.5,0.0
965.5,0.0
966.5,0.0
967.5,26.4936
968.5,371.739
969.5,548.847
970.5,708.257
971.5,493.613
972.5,360.714
973.5,236.686
974.5,400.207
975.5,33.0062
976.5,65.0473
977.5,0.0
978.5,0.0
979.5,0.0
980.5,0.0
981.5,0.0
982.5,0.0
983.5,0.0
984.5,0.0
985.5,0.0
986.5,0.0
987.5,0.0
988.5,0.0
989.5,0.0
990.5,0.0
991.5,36.5648
992.5,123.758
993.5,210.606
994.5,313.249
995.5,326.837
996.5,272.828
997.5,239.121
998.5,180.019
999.5,107.239
1000.5,49.3083
1001.5,0.0
1002.5,0.0
1003.5,0.0
1004.5,0.0
1005.5,0.0
1006.5,0.0
1007.5,0.0
1008.5,0.0
1009.5,0.0
1010.5,0.0
1011.5,0.0
1012.5,0.0
1013.5,0.0
1014.5,0.0
1015.5,119.29
1016.5,321.934
1017.5,514.038
1018.5,613.268
1019.5,688.888
1020.5,724.985
1021.5,676.984
1022.5,606.447
1023.5,456.84
1024.5,242.446
1025.5,4.4982
1026.5,0.0
1027.5,0.0
1028.5,0.0
1029.5,0.0
1030.5,0.0
1031.5,0.0
1032.5,0.0
1033.5,0.0
1034.5,0.0
1035.5,0.0
1036.5,0.0
1037.5,0.0
1038.5,0.0
1039.5,94.5195
1040.5,301.816
1041.5,514.171
1042.5,604.061
1043.5,543.919
1044.5,633.062
1045.5,547.168
1046.5,486.2
1047.5,429.382
1048.5,248.111
1049.5,8.18235
1050.5,0.0
1051.5,0.0
1052.5,0.0
1053.5,0.0
1054.5,0.0
1055.5,0.0
1056.5,0.0
1057.5,0.0
1058.5,0.0
1059.5,0.0
1060.5,0.0
1061.5,0.0
1062.5,0.0
1063.5,128.373
1064.5,340.125
1065.5,542.267
1066.5,647.874
1067.5,700.799
1068.5,677.502
1069.5,638.747
1070.5,545.285
1071.5,395.157
1072.5,219.843
1073.5,3.89973
1074.5,0.0
1075.5,0.0
1076.5,0.0
1077.5,0.0
1078.5,0.0
1079.5,0.0
1080.5,0.0
1081.5,0.0
1082.5,0.0
1083.5,0.0
1084.5,0.0
1085.5,0.0
1086.5,0.0
1087.5,25.423
1088.5,55.9794
1089.5,98.0463
1090.5,145.883
1091.5,189.823
1092.5,190.985
1093.5,158.742
1094.5,145.668
1095.5,95.955
1096.5,47.3752
